/loggedin/mechquest/q003_090_producttype.aspx	Paste, slurry or clearly (soaked) wet powder (not containing volatile liquid components)
/loggedin/mechquest/q003_090_producttype.aspx	Hot or molten metal
/loggedin/mechquest/q003_090_producttype.aspx	(This is outside the applicability domain of the current ART.)
/loggedin/mechquest/q003_090_producttype.aspx	Fibrous material
/loggedin/mechquest/q003_090_producttype.aspx	Gas
/loggedin/mechquest/q003_090_producttype.aspx	Return to Activity Configuration
/loggedin/mechquest/q003_090_producttype.aspx	Select the type of the product at the beginning of the activity.
/loggedin/mechquest/q009_096_processtemperature.aspx	Process Temperature
/loggedin/mechquest/q009_096_processtemperature.aspx	What is the temperature of the liquid in the process?
/loggedin/mechquest/q009_096_processtemperature.aspx	(0 ≤ process temperature ≤ 150 °C)
/loggedin/mechquest/q009_096_processtemperature.aspx	If the process temperature of the liquid is not precisely known, pick one of the categories below.
/loggedin/mechquest/q009_096_processtemperature.aspx	— Choose —
/loggedin/mechquest/q009_096_processtemperature.aspx	Hot processes (50 – 150 ºC)
/loggedin/mechquest/q009_096_processtemperature.aspx	Above room temperature (25 – 50 ºC)
/loggedin/mechquest/q009_096_processtemperature.aspx	Room temperature (15 – 25 ºC)
/loggedin/mechquest/q009_096_processtemperature.aspx	Below room temperature (< 15 ºC)
/loggedin/mechquest/q009_096_processtemperature.aspx	Configure the process temperature then click Next to continue.
/loggedin/mechquest/q010_010_5_097_097_5_vapourpressure.aspx	Vapour Pressure
/loggedin/mechquest/q010_010_5_097_097_5_vapourpressure.aspx	If known, what is the vapour pressure (in Pascal) of the substance at this process temperature?
/loggedin/mechquest/q010_010_5_097_097_5_vapourpressure.aspx	(If not known, leave blank and click Next to provide the boiling temperature instead.)
/loggedin/mechquest/q010_010_5_097_097_5_vapourpressure.aspx	Enter the vapour pressure (in Pascal) of the pure substance at room temperature (even if it is in a mixture).
/loggedin/mechquest/q010_010_5_097_097_5_vapourpressure.aspx	ART Help
/loggedin/mechquest/q010_010_5_097_097_5_vapourpressure.aspx	Click for help
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	Liquid Mole Fraction
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	Warning:
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	The substance is considered volatile and exposure to vapours is estimated.
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	What is the mole fraction of the substance in the liquid mixture? If the mole fraction is unknown, assume that this is the same as the weight fraction.
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	(0.0 < liquid mole fraction ≤ 1.0)
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	If the weight fraction of the substance in the liquid mixture is not precisely known, pick one of the categories below.
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	Pure liquid (100%)
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	Main component (50 - 90 %)
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	Substantial (10 - 50 %)
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	Minor (5 - 10 %)
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	Small (1 - 5 %)
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	Very small (0.5 - 1 %)
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	Extremely small (0.1 - 0.5 %)
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	Minute (0.01 - 0.1 %)
/loggedin/mechquest/q014_101_liquidmolefraction.aspx	If known enter a value for mole fraction for the substance in the liquid mixture. Alternatively provide an estimate by selecting from one of the categories provided.
/loggedin/mechquest/q015_102_activitycoefficient.aspx	Activity Coefficient
/loggedin/mechquest/q015_102_activitycoefficient.aspx	If known, please provide the activity coefficient for the substance in this mixture? (One method for estimating activity coefficient for liquid mixtures is using the UNIFAC method). The default value is set at 1.
/loggedin/mechquest/q015_102_activitycoefficient.aspx	(0.001 ≤ activity coefficient ≤ 1000.0)
/loggedin/mechquest/q015_102_activitycoefficient.aspx	The table below provide some guidance for choosing the activity coefficient.
/loggedin/mechquest/q015_102_activitycoefficient.aspx	Product
/loggedin/mechquest/q015_102_activitycoefficient.aspx	Pure liquid
/loggedin/mechquest/q015_102_activitycoefficient.aspx	Liquid solutions
/loggedin/mechquest/q015_102_activitycoefficient.aspx	XLUNIFAC
/loggedin/mechquest/q015_102_activitycoefficient.aspx	(or similar)
/loggedin/mechquest/q015_102_activitycoefficient.aspx	Similar organic solvents
/loggedin/mechquest/q015_102_activitycoefficient.aspx	Insoluble solids
/loggedin/mechquest/q015_102_activitycoefficient.aspx	1 (for solids)
/loggedin/mechquest/q015_102_activitycoefficient.aspx	Sparingly soluble liquids
/loggedin/mechquest/q015_102_activitycoefficient.aspx	Maximum solubility
/loggedin/mechquest/q015_102_activitycoefficient.aspx	Enter a value for activity coefficient then press Next.
/loggedin/mechquest/q016_nearfieldsource.aspx	Configure Activity — Primary Emission Source Proximity
/loggedin/mechquest/q016_nearfieldsource.aspx	Is the primary emission source located in the breathing zone of the worker (i.e. the volume of air within 1 metre in any direction of the worker’s head)?
/loggedin/mechquest/q016_nearfieldsource.aspx	Yes
/loggedin/mechquest/q016_nearfieldsource.aspx	The approach taken in the ART conceptual model was to divide the workspace into two compartments: the near-field centred on the worker (i.e. the volume of air within 1 meter in any direction of the worker’s head) and the far-field comprising the remainder of the indoor space. Total personal exposure is the sum of emission contributions from near-field and far-field sources.
/loggedin/mechquest/q016_nearfieldsource.aspx	If you answer yes to this question, the assessment for this activity will involve a primary near-field emission source and an optional secondary far-field source.
/loggedin/mechquest/q016_nearfieldsource.aspx	If you answer no to this question, the assessment for this activity will involve a primary far-field emission source only.
/loggedin/mechquest/q016_nearfieldsource.aspx	Please answer either yes or no.
/loggedin/mechquest/q016_nearfieldsource.aspx	Near Field Primary Emission Source —
/loggedin/mechquest/q016_nearfieldsource.aspx	Activity Class
/loggedin/mechquest/q016_nearfieldsource.aspx	To which activity class does your activity belong?
/loggedin/mechquest/q016_nearfieldsource.aspx	Select Activity Class
/loggedin/mechquest/q016_nearfieldsource.aspx	Spray application of liquids
/loggedin/mechquest/q016_nearfieldsource.aspx	Activities with open liquid surfaces or open reservoirs
/loggedin/mechquest/q016_nearfieldsource.aspx	Handling of contaminated objects
/loggedin/mechquest/q016_nearfieldsource.aspx	Spreading of liquid products
/loggedin/mechquest/q016_nearfieldsource.aspx	Application of liquids in high speed processes (e.g. rotating tools)
/loggedin/mechquest/q016_nearfieldsource.aspx	Transfer of liquid products
/loggedin/mechquest/q016_nearfieldsource.aspx	Burning of liquids
/loggedin/mechquest/q016_nearfieldsource.aspx	Activity Subclass/Example Activities
/loggedin/mechquest/q016_nearfieldsource.aspx	(none selected)
/loggedin/mechquest/q016_nearfieldsource.aspx	Activity Subclass
/loggedin/mechquest/q016_nearfieldsource.aspx	(no activity subclasses)
/loggedin/mechquest/q016_nearfieldsource.aspx	Example Activities
/loggedin/mechquest/q016_nearfieldsource.aspx	Figure
/loggedin/mechquest/q016_nearfieldsource.aspx	Use the left-hand panel to select the activity class that best fits this emission source.
/loggedin/mechquest/q016_nearfieldsource.aspx	In some cases an activity class has several subclasses. Use the drop-down list in the right-hand panel to narrow down your selection.
/loggedin/mechquest/q016_nearfieldsource.aspx	For each activity class/subclass you will be shown several activities typical for the selected class.
/loggedin/mechquest/q016_nearfieldsource.aspx	Activities used to atomise liquids into droplets for dispersion on surfaces (surface spraying) or into air (space spraying). Spraying techniques may be used for dispersion of e.g. pesticides, biocides, and paints.
/loggedin/mechquest/q016_nearfieldsource.aspx	Handling of a liquid product in a bath or other reservoir. The liquid may either be relatively undisturbed (e.g. manual stirring, dipping in bath) or agitated (e.g. gas bubbling, mechanical mixing in vessel).
/loggedin/mechquest/q016_nearfieldsource.aspx	Handling of solid objects that are treated or contaminated with the liquid of interest.
/loggedin/mechquest/q016_nearfieldsource.aspx	Activities where a liquid product is directly spread on surfaces using e.g. a roller, brush or wipe.
/loggedin/mechquest/q016_nearfieldsource.aspx	High energy activities with e.g. rotating tools where liquids are added to the process (e.g. metal working fluids).
/loggedin/mechquest/q016_nearfieldsource.aspx	Activities where a stream of liquid product is transferred from one reservoir to the next. The stream may either fall or glide from high to a lower point (falling liquids) or is transferred with pressure (pressurised transfer: e.g. bottom loading).
/loggedin/mechquest/q016_nearfieldsource.aspx	Info
/loggedin/mechquest/q017_055_103_activityclass.aspx	Surface spraying of liquids
/loggedin/mechquest/q017_055_103_activityclass.aspx	Spraying of liquids in a space
/loggedin/mechquest/q017_055_103_activityclass.aspx	Spray application of paints on e.g. ships (using HVLP or airless techniques)
/loggedin/mechquest/q017_055_103_activityclass.aspx	Pest control operations (using backpack)
/loggedin/mechquest/q017_055_103_activityclass.aspx	Spraying cleaning agents onto surfaces
/loggedin/mechquest/q017_055_103_activityclass.aspx	Foaming
/loggedin/mechquest/q017_055_103_activityclass.aspx	Tractor mounted spraying
/loggedin/mechquest/q017_055_103_activityclass.aspx	Activities with undisturbed surfaces (no aerosol formation)
/loggedin/mechquest/q017_055_103_activityclass.aspx	Activities with agitated surfaces
/loggedin/mechquest/q017_055_103_activityclass.aspx	Spraying room deodorisers or fragrances
/loggedin/mechquest/q017_055_103_activityclass.aspx	Fogging
/loggedin/mechquest/q017_055_103_activityclass.aspx	Fly spray
/loggedin/mechquest/q017_055_103_activityclass.aspx	Dipping objects in a cleaning bath (where the presence of treated surfaces in the area is limited)
/loggedin/mechquest/q017_055_103_activityclass.aspx	Immersion of objects
/loggedin/mechquest/q017_055_103_activityclass.aspx	Manual stirring of paint
/loggedin/mechquest/q017_055_103_activityclass.aspx	Tank dipping
/loggedin/mechquest/q017_055_103_activityclass.aspx	Electroplating
/loggedin/mechquest/q017_055_103_activityclass.aspx	Bath with gas bubbling
/loggedin/mechquest/q017_055_103_activityclass.aspx	Mechanical mixing / blending of paint
/loggedin/mechquest/q017_055_103_activityclass.aspx	Aeration of waste water
/loggedin/mechquest/q017_055_103_activityclass.aspx	Boiling
/loggedin/mechquest/q017_055_103_activityclass.aspx	Shaking liquids (e.g. in chemical laboratories)
/loggedin/mechquest/q017_055_103_activityclass.aspx	Heat drying tasks
/loggedin/mechquest/q017_055_103_activityclass.aspx	Evaporation from painted surface or object
/loggedin/mechquest/q017_055_103_activityclass.aspx	Maintenance of fuel pumps
/loggedin/mechquest/q017_055_103_activityclass.aspx	Coupling and decoupling of hoses or (drilling) equipment
/loggedin/mechquest/q017_055_103_activityclass.aspx	Handling of contaminated tools
/loggedin/mechquest/q017_055_103_activityclass.aspx	Painting a ceiling and walls with a roller and a brush
/loggedin/mechquest/q017_055_103_activityclass.aspx	Hand lay-up activities with styrene
/loggedin/mechquest/q017_055_103_activityclass.aspx	Pouring a liquid flooring material on a floor
/loggedin/mechquest/q017_055_103_activityclass.aspx	Cleaning of liquid spills
/loggedin/mechquest/q017_055_103_activityclass.aspx	Gluing
/loggedin/mechquest/q017_055_103_activityclass.aspx	Mopping
/loggedin/mechquest/q017_055_103_activityclass.aspx	Embalming
/loggedin/mechquest/q017_055_103_activityclass.aspx	Laminating
/loggedin/mechquest/q017_055_103_activityclass.aspx	Lubricating
/loggedin/mechquest/q017_055_103_activityclass.aspx	Sponging
/loggedin/mechquest/q017_055_103_activityclass.aspx	Screen printing
/loggedin/mechquest/q017_055_103_activityclass.aspx	Cleaning of oil residue from bulk tanks
/loggedin/mechquest/q017_055_103_activityclass.aspx	Use of metal working fluids with e.g. circular saws and drills
/loggedin/mechquest/q017_055_103_activityclass.aspx	Centrifuging wet items
/loggedin/mechquest/q017_055_103_activityclass.aspx	Press printing
/loggedin/mechquest/q017_055_103_activityclass.aspx	Bottom loading
/loggedin/mechquest/q017_055_103_activityclass.aspx	Falling liquids
/loggedin/mechquest/q017_055_103_activityclass.aspx	Bottom loading of tanker at bulk terminal
/loggedin/mechquest/q017_055_103_activityclass.aspx	Under wing refuelling of aircraft
/loggedin/mechquest/q017_055_103_activityclass.aspx	Transfer of additives in tanker using bottom loading
/loggedin/mechquest/q017_055_103_activityclass.aspx	Top loading of tanker at bulk terminal (boats, rail car or truck)
/loggedin/mechquest/q017_055_103_activityclass.aspx	Filling of drums
/loggedin/mechquest/q017_055_103_activityclass.aspx	Pouring
/loggedin/mechquest/q017_055_103_activityclass.aspx	Filling of bottles
/loggedin/mechquest/q017_055_103_activityclass.aspx	Filling of paint gun
/loggedin/mechquest/q017_055_103_activityclass.aspx	Refuelling of cars
/loggedin/mechquest/q017_055_103_activityclass.aspx	Manual calibration of fuel pump
/loggedin/mechquest/q017_055_103_activityclass.aspx	Over wing refuelling of aircraft
/loggedin/mechquest/q026_064_112_surfacesprayingliquids.aspx	Surface Spraying of Liquids
/loggedin/mechquest/q026_064_112_surfacesprayingliquids.aspx	Which of the situations below does best represent your activity?
/loggedin/mechquest/q026_064_112_surfacesprayingliquids.aspx	High application rate (> 3 l/minute)
/loggedin/mechquest/q026_064_112_surfacesprayingliquids.aspx	Moderate application rate (0.3 - 3 l/minute)
/loggedin/mechquest/q026_064_112_surfacesprayingliquids.aspx	Low application rate (0.03 - 0.3 l/minute)
/loggedin/mechquest/q026_064_112_surfacesprayingliquids.aspx	Very low application rate (< 0.03 l/minute)
/loggedin/mechquest/q026_064_112_surfacesprayingliquids.aspx	Examples:
/loggedin/mechquest/q026_064_112_surfacesprayingliquids.aspx	Use the left-hand panel to select the situation that best fits this activity.
/loggedin/mechquest/q026_064_112_surfacesprayingliquids.aspx	This activity class includes the spraying of liquids onto surfaces or objects (e.g. paint spraying).
/loggedin/mechquest/q026_064_112_surfacesprayingliquids.aspx	The categories are in rank order with activities generating highest emission levels at the top.
/loggedin/mechquest/q026_5_064_5_112_5_surfacesprayingliquidsspraydirection.aspx	What is the spray direction?
/loggedin/mechquest/q026_5_064_5_112_5_surfacesprayingliquidsspraydirection.aspx	Spraying in any direction (including upwards)
/loggedin/mechquest/q026_5_064_5_112_5_surfacesprayingliquidsspraydirection.aspx	Only horizontal or downward spraying
/loggedin/mechquest/q026_5_064_5_112_5_surfacesprayingliquidsspraydirection.aspx	Downward only
/loggedin/mechquest/q026_7_064_7_112_7_surfacesprayingliquidsspraytechnique.aspx	What is the spray technique?
/loggedin/mechquest/q026_7_064_7_112_7_surfacesprayingliquidsspraytechnique.aspx	Spraying with high compressed air use
/loggedin/mechquest/q026_7_064_7_112_7_surfacesprayingliquidsspraytechnique.aspx	Spraying with no or low compressed air use
/loggedin/mechquest/q026_7_064_7_112_7_surfacesprayingliquidsspraytechnique.aspx	Air blast pesticide spraying of e.g. tree nursery
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Primary Localised Controls
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Are there any control measures in close proximity of the near-field emission source intended to minimise emissions from the source?
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Warning!
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	The control measure should cover the whole activity.
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	General Control Measures
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	No localised controls
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Suppression techniques
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Containment — no extraction
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Local exhaust ventilation (LEV)
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Glove boxes and glove bags
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Vapour recovery systems
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Suppression Techniques
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Knockdown suppression
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Wetting at point of release
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Containment
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Low level containment
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Medium level containment
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	High level containment
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Local Exhaust Ventilation
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Receiving hoods
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Capturing hoods
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Enclosing hoods
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Other LEV systems
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Glove bags
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Glove boxes
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Receiving Hoods
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Canopy hood
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Other receiving hoods
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Capturing Hoods
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Movable capturing hood
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Fixed capturing hood
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	On-tool extraction
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Enclosing Hoods
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Fume cupboard
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Horizontal/downward laminar flow booth
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Other enclosing hoods
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Glove bags (non-ventilated)
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Glove bags (ventilated or kept under negative pressure)
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Low specification glove box
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Medium specification glove box
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	High specification glove box / isolator
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Select the general type of localised controls present for this emission source.
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Depending on your selection you may be required to further define the localised controls.
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Spray rooms and laminar down-flow booths (with the size of a room which contains both the source and the worker) are not considered to be a localised control and will be treated together with the dispersion questions at a later stage.
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Help - Suppression
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Help - Containment
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Help - Glove boxes and glove bags
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Help - Receiving Hoods
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Help - Capturing Hoods
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	Help - Enclosing Hoods
/loggedin/mechquest/q042_080_130_primarylocalizedcontrols.aspx	No control measures in close proximity of the source.
/loggedin/mechquest/q045_081_surfacecontamination.aspx	Surface Contamination/Fugitive Emission Sources
/loggedin/mechquest/q045_081_surfacecontamination.aspx	Is the process fully enclosed and is the integrity of that enclosure regularly monitored?
/loggedin/mechquest/q045_081_surfacecontamination.aspx	Are demonstrable and effective housekeeping practices in place (e.g. daily cleaning using appropriate methods (e.g. vacuum), preventive maintenance of machinery and control measures, and use of protective clothing that will repel spills and reduce personal cloud)?
/loggedin/mechquest/q045_081_surfacecontamination.aspx	Are general housekeeping practices in place?
/loggedin/mechquest/q045_081_surfacecontamination.aspx	Emissions from contaminated surfaces arise from the evaporation of liquids or the re-suspension of dusts from leaks, spills or other sources that have produced surface contamination. Surfaces that may be contaminated include work surfaces, floors, walls, clothing, tools, process equipment, and used rags. Contamination may arise due to leaks or spills, or in the case of particles, deposition from the airborne state. Exposure from these sources will occur through re-suspension of settled dust or evaporation of spilled liquids.
/loggedin/mechquest/q045_081_surfacecontamination.aspx	Fugitive emissions are unintended and unpredictable leaks from process equipment that are not yet classified as a near-field or far-field source.
/loggedin/mechquest/q084_dispersion.aspx	Dispersion
/loggedin/mechquest/q084_dispersion.aspx	Is the work performed indoors, outdoors or in a spray room or downward laminar flow booth?
/loggedin/mechquest/q084_dispersion.aspx	Choose site
/loggedin/mechquest/q084_dispersion.aspx	Indoors
/loggedin/mechquest/q084_dispersion.aspx	Outdoors
/loggedin/mechquest/q084_dispersion.aspx	Spray room
/loggedin/mechquest/q084_dispersion.aspx	Downward laminar flow booth
/loggedin/mechquest/q084_dispersion.aspx	What is the room size of the work area?
/loggedin/mechquest/q084_dispersion.aspx	Any size workroom
/loggedin/mechquest/q084_dispersion.aspx	Large workrooms only
/loggedin/mechquest/q084_dispersion.aspx	Small workrooms only
/loggedin/mechquest/q084_dispersion.aspx	Is the source located close to buildings?
/loggedin/mechquest/q084_dispersion.aspx	Cross-flow spray room
/loggedin/mechquest/q084_dispersion.aspx	Down-flow spray room
/loggedin/mechquest/q084_dispersion.aspx	No barriers or screens
/loggedin/mechquest/q084_dispersion.aspx	Partial screen
/loggedin/mechquest/q084_dispersion.aspx	Partial screen fitted with glove ports
/loggedin/mechquest/q084_dispersion.aspx	Full screen fitted with glove ports
/loggedin/mechquest/q084_dispersion.aspx	What is the ventilation rate of the general ventilation system in the work area?
/loggedin/mechquest/q084_dispersion.aspx	No restriction on general ventilation characteristics
/loggedin/mechquest/q084_dispersion.aspx	Only good natural ventilation
/loggedin/mechquest/q084_dispersion.aspx	Mechanical ventilation giving at least 1 ACH
/loggedin/mechquest/q084_dispersion.aspx	Specialised room ventilation with more than 10 ACH
/loggedin/mechquest/q084_dispersion.aspx	0.3 ACH
/loggedin/mechquest/q084_dispersion.aspx	1 ACH
/loggedin/mechquest/q084_dispersion.aspx	3 ACH
/loggedin/mechquest/q084_dispersion.aspx	10 ACH
/loggedin/mechquest/q084_dispersion.aspx	30 ACH
/loggedin/mechquest/q084_dispersion.aspx	ACH = air changes per hour
/loggedin/mechquest/q084_dispersion.aspx	Dispersion is the movement of a contaminant from a source throughout the work area, giving rise to varying spatial concentrations. The dispersion is dependent on the size of the workroom and the air changes in this room (with personal exposure levels being higher in a small poorly ventilated room).
/loggedin/mechquest/q084_dispersion.aspx	Broad categories of room sizes and ventilation rates can be selected. Alternatively, the room size and ventilation rate can be selected from the list of specific room sizes and ventilation rates.
/loggedin/mechquest/q084_dispersion.aspx	Note, if the room size or air change rate is between two categories, then the next lower category should be selected for a specific situation, e.g. a 200 m³ room with 0.7 ACH should have the multiplier for 100 m³ and 0.3 ACH selected.
/loggedin/mechquest/q084_dispersion.aspx	Only for situations where there are no or few boundaries nearby, i.e. the source is not located close to walls or in an enclosed courtyard. If this is not the case, the assessor should assume the work is essentially carried out indoors in an appropriately sized room.
